6.3027e+03 9.7699e-11 3.9870e-10 1.2987e+04
1.9931e+04 2.3699e-10 1.2608e-09 1.2987e+04
6.3027e+04 5.6442e-10 3.9870e-09 1.2987e+04
1.9931e+05 1.3237e-09 1.2608e-08 1.2987e+04
6.3027e+05 3.0654e-09 3.9870e-08 1.2987e+04
1.9931e+06 7.0289e-09 1.2608e-07 1.2987e+04
6.3027e+06 1.5992e-08 3.9870e-07 1.2987e+04
1.9931e+07 3.6165e-08 1.2608e-06 1.2987e+04
6.3027e+07 8.1423e-08 3.9870e-06 1.2987e+04
1.9931e+08 1.8283e-07 1.2608e-05 1.2987e+04
6.3027e+08 4.1048e-07 3.9870e-05 1.2987e+04
1.9931e+09 9.2609e-07 1.2608e-04 1.2987e+04
6.3027e+09 2.0888e-06 3.9870e-04 1.2987e+04
1.9931e+10 4.5849e-06 1.2608e-03 1.2987e+04
6.3027e+10 1.0116e-05 3.9870e-03 1.2987e+04
1.9931e+11 2.2048e-05 1.2608e-02 1.2986e+04
6.3027e+11 5.0526e-05 3.9870e-02 1.2984e+04
