6.3027e+03 7.3724e-11 1.2391e-10 1.1998e+04
1.9931e+04 1.9203e-10 3.9184e-10 1.1998e+04
6.3027e+04 4.8088e-10 1.2391e-09 1.1998e+04
1.9931e+05 1.1678e-09 3.9184e-09 1.1998e+04
6.3027e+05 2.7719e-09 1.2391e-08 1.1998e+04
1.9931e+06 6.4673e-09 3.9184e-08 1.1998e+04
6.3027e+06 1.4897e-08 1.2391e-07 1.1998e+04
1.9931e+07 3.3992e-08 3.9184e-07 1.1998e+04
6.3027e+07 7.7035e-08 1.2391e-06 1.1998e+04
1.9931e+08 1.7382e-07 3.9184e-06 1.1998e+04
6.3027e+08 3.9159e-07 1.2391e-05 1.1998e+04
1.9931e+09 8.8688e-07 3.9184e-05 1.1998e+04
6.3027e+09 2.0127e-06 1.2391e-04 1.1998e+04
1.9931e+10 4.4416e-06 3.9184e-04 1.1998e+04
6.3027e+10 9.9265e-06 1.2391e-03 1.1998e+04
1.9931e+11 2.2407e-05 3.9184e-03 1.1996e+04
6.3027e+11 5.0972e-05 1.2391e-02 1.1993e+04
