6.3027e+03 5.8689e-12 5.6732e-12 7.8586e+03
1.9931e+04 1.8559e-11 1.7940e-11 7.8586e+03
6.3027e+04 5.8642e-11 5.6732e-11 7.8586e+03
1.9931e+05 1.8517e-10 1.7940e-10 7.8586e+03
6.3027e+05 5.8481e-10 5.6732e-10 7.8586e+03
1.9931e+06 1.8454e-09 1.7940e-09 7.8586e+03
6.3027e+06 5.7913e-09 5.6732e-09 7.8586e+03
1.9931e+07 1.7929e-08 1.7940e-08 7.8586e+03
6.3027e+07 5.5363e-08 5.6732e-08 7.8586e+03
1.9931e+08 1.7383e-07 1.7940e-07 7.8586e+03
6.3027e+08 5.6196e-07 5.6732e-07 7.8586e+03
1.9931e+09 1.5214e-06 1.7940e-06 7.8585e+03
6.3027e+09 2.5739e-06 5.6732e-06 7.8581e+03
1.9931e+10 7.0494e-06 1.7940e-05 7.8577e+03
6.3027e+10 1.9940e-05 5.6732e-05 7.9472e+03
1.9931e+11 5.4183e-05 1.7940e-04 7.8929e+03
6.3027e+11 1.4869e-04 5.6732e-04 7.8696e+03
