2.39359185e+04 1.92211932e+07 -inf
2.39262830e+04 1.92212732e+07 -inf
2.39150288e+04 1.92213692e+07 -inf
2.39019408e+04 1.92214844e+07 -inf
2.38868096e+04 1.92216226e+07 -inf
2.38694338e+04 1.92217885e+07 -inf
2.38496356e+04 1.92219876e+07 -inf
2.38272795e+04 1.92222265e+07 -inf
2.38022943e+04 1.92225131e+07 -inf
2.37746969e+04 1.92228571e+07 -inf
2.37446226e+04 1.92232699e+07 -inf
2.37123355e+04 1.92237652e+07 -inf
2.36782551e+04 1.92243596e+07 -inf
2.36429549e+04 1.92250729e+07 -inf
2.36071539e+04 1.92259289e+07 -inf
2.35716914e+04 1.92269560e+07 -inf
2.35374872e+04 1.92281886e+07 -inf
2.35054876e+04 1.92296676e+07 -inf
2.34766039e+04 1.92314425e+07 -inf
2.34516566e+04 1.92335724e+07 -inf
2.34313178e+04 1.92361282e+07 -inf
2.34160741e+04 1.92391952e+07 -inf
2.34062128e+04 1.92428757e+07 -inf
2.34018383e+04 1.92472921e+07 -inf
2.34029213e+04 1.92525919e+07 -inf
2.34093685e+04 1.92589517e+07 -inf
2.34210768e+04 1.92665834e+07 -inf
2.34379576e+04 1.92757414e+07 -inf
2.34599094e+04 1.92867311e+07 -inf
2.34867382e+04 1.92999186e+07 -inf
2.35180572e+04 1.93157437e+07 -inf
2.35532027e+04 1.93347338e+07 -inf
2.35911946e+04 1.93575220e+07 -inf
2.36307789e+04 1.93848677e+07 -inf
2.36704999e+04 1.94176826e+07 -inf
2.37088045e+04 1.94570605e+07 -inf
2.37441421e+04 1.95043139e+07 -inf
2.37750452e+04 1.95610181e+07 -inf
2.38001877e+04 1.96290631e+07 -inf
2.38184052e+04 1.97107171e+07 -inf
2.38287229e+04 1.98087018e+07 -inf
2.38303009e+04 1.99262836e+07 -inf
2.38224382e+04 2.00673816e+07 -inf
2.38044918e+04 2.02366993e+07 -inf
2.37757860e+04 2.04398805e+07 -inf
2.37356479e+04 2.06836980e+07 -inf
2.36832619e+04 2.09762790e+07 -inf
2.36177460e+04 2.13273761e+07 -inf
2.35381149e+04 2.17486927e+07 -inf
2.34432753e+04 2.22542726e+07 -inf
2.33321031e+04 2.28609685e+07 -inf
2.32033128e+04 2.35890035e+07 -inf
2.30556176e+04 2.44626456e+07 -inf
2.28877039e+04 2.55110160e+07 -inf
2.26982668e+04 2.67690606e+07 -inf
2.24860586e+04 2.82787141e+07 -inf
2.22498608e+04 3.00902983e+07 -inf
2.19969333e+04 3.21898944e+07 -inf
2.17374676e+04 3.45237451e+07 -inf
2.14762966e+04 3.70669633e+07 -inf
2.12155366e+04 3.98107212e+07 -inf
2.09561640e+04 4.27536350e+07 -inf
2.06984201e+04 4.58984024e+07 -inf
2.04424027e+04 4.92499696e+07 -inf
2.01880713e+04 5.28121417e+07 -inf
1.99355062e+04 5.65885907e+07 -inf
1.96846660e+04 6.05836117e+07 -inf
1.94355872e+04 6.48006675e+07 -inf
1.91883744e+04 6.92423215e+07 -inf
1.89550584e+04 7.36728579e+07 -inf
1.87424794e+04 7.79192072e+07 -inf
1.85458781e+04 8.20298819e+07 -inf
1.83450419e+04 8.64218385e+07 -inf
1.81472780e+04 9.09390908e+07 -inf
1.79740148e+04 9.50522403e+07 -inf
1.78168341e+04 9.89132680e+07 -inf
1.76705284e+04 1.02620425e+08 -inf
1.75323337e+04 1.06224172e+08 -inf
1.74007449e+04 1.09749364e+08 -inf
1.72736576e+04 1.13242360e+08 -inf
1.71511678e+04 1.16692340e+08 -inf
1.70334625e+04 1.20085899e+08 -inf
1.69195829e+04 1.23443485e+08 -inf
1.68094725e+04 1.26760638e+08 -inf
1.67023743e+04 1.30055152e+08 -inf
1.65987705e+04 1.33307203e+08 -inf
1.64772773e+04 1.37209663e+08 -inf
1.63440595e+04 1.41599597e+08 -inf
1.62334286e+04 1.45327530e+08 -inf
1.61342109e+04 1.48737730e+08 -inf
1.60424938e+04 1.51948318e+08 -inf
1.59560041e+04 1.55028693e+08 -inf
1.58721091e+04 1.58067212e+08 -inf
1.57916140e+04 1.61030248e+08 -inf
1.57141181e+04 1.63927974e+08 -inf
1.56227883e+04 1.67405246e+08 -inf
1.55176048e+04 1.71495074e+08 -inf
1.54349358e+04 1.74766936e+08 -inf
1.53624246e+04 1.77680878e+08 -inf
1.52952123e+04 1.80420321e+08 -inf
1.52309683e+04 1.83074292e+08 -inf
1.51688884e+04 1.85672624e+08 -inf
1.50955081e+04 1.88790622e+08 -inf
1.50090218e+04 1.92532219e+08 -inf
1.49400916e+04 1.95560372e+08 -inf
1.48793420e+04 1.98264662e+08 -inf
1.48226911e+04 2.00817703e+08 -inf
1.47682854e+04 2.03298724e+08 -inf
1.47156691e+04 2.05725860e+08 -inf
1.46641196e+04 2.08130780e+08 -inf
1.46135257e+04 2.10517544e+08 -inf
1.45638811e+04 2.12885330e+08 -inf
1.45050588e+04 2.15726674e+08 -inf
1.44355321e+04 2.19136287e+08 -inf
1.43789490e+04 2.21947849e+08 -inf
1.43288939e+04 2.24463585e+08 -inf
1.42823650e+04 2.26826895e+08 -inf
1.42379527e+04 2.29105564e+08 -inf
1.41952424e+04 2.31318348e+08 -inf
1.41540389e+04 2.33473277e+08 -inf
1.41137323e+04 2.35600844e+08 -inf
1.40740581e+04 2.37714240e+08 -inf
1.40269501e+04 2.40250317e+08 -inf
1.39711317e+04 2.43293608e+08 -inf
1.39257945e+04 2.45792845e+08 -inf
1.38845711e+04 2.48087627e+08 -inf
1.38449590e+04 2.50313440e+08 -inf
1.38061687e+04 2.52513202e+08 -inf
1.37678086e+04 2.54708498e+08 -inf
1.37303264e+04 2.56872892e+08 -inf
1.36858116e+04 2.59470164e+08 -inf
1.36330518e+04 2.62586890e+08 -inf
1.35885202e+04 2.65246985e+08 -inf
1.35480690e+04 2.67687440e+08 -inf
1.35091580e+04 2.70057357e+08 -inf
1.34708946e+04 2.72409691e+08 -inf
1.34339898e+04 2.74699198e+08 -inf
1.33983817e+04 2.76927774e+08 -inf
1.33635296e+04 2.79127909e+08 -inf
1.33295317e+04 2.81292309e+08 -inf
1.32891305e+04 2.83889588e+08 -inf
1.32412122e+04 2.87006323e+08 -inf
1.32017738e+04 2.89598057e+08 -inf
1.31664157e+04 2.91912230e+08 -inf
1.31249671e+04 2.94689237e+08 -inf
1.30758706e+04 2.98021646e+08 -inf
