6.3027e+03 1.5791e-11 1.6280e-11 1.1305e+04
1.9931e+04 4.9934e-11 5.1481e-11 1.1305e+04
6.3027e+04 1.5791e-10 1.6280e-10 1.1305e+04
1.9931e+05 4.9845e-10 5.1481e-10 1.1305e+04
6.3027e+05 1.5869e-09 1.6280e-09 1.1305e+04
1.9931e+06 5.1265e-09 5.1481e-09 1.1305e+04
6.3027e+06 1.6287e-08 1.6280e-08 1.1305e+04
1.9931e+07 2.7240e-08 5.1481e-08 1.1305e+04
6.3027e+07 5.6876e-08 1.6280e-07 1.1305e+04
1.9931e+08 1.2286e-07 5.1481e-07 1.1305e+04
6.3027e+08 2.7319e-07 1.6280e-06 1.1305e+04
1.9931e+09 6.1666e-07 5.1481e-06 1.1305e+04
6.3027e+09 1.4047e-06 1.6280e-05 1.1305e+04
1.9931e+10 3.1187e-06 5.1481e-05 1.1305e+04
6.3027e+10 6.8990e-06 1.6280e-04 1.1305e+04
1.9931e+11 1.5434e-05 5.1481e-04 1.1303e+04
6.3027e+11 3.3890e-05 1.6280e-03 1.1300e+04
