6.3027e+03 7.9425e-11 2.2550e-10 1.3986e+04
1.9931e+04 1.9843e-10 7.1308e-10 1.3986e+04
6.3027e+04 4.8551e-10 2.2550e-09 1.3986e+04
1.9931e+05 1.1650e-09 7.1308e-09 1.3986e+04
6.3027e+05 2.7489e-09 2.2550e-08 1.3986e+04
1.9931e+06 6.3975e-09 7.1308e-08 1.3986e+04
6.3027e+06 1.4726e-08 2.2550e-07 1.3986e+04
1.9931e+07 3.3613e-08 7.1308e-07 1.3986e+04
6.3027e+07 7.6241e-08 2.2550e-06 1.3986e+04
1.9931e+08 1.7214e-07 7.1308e-06 1.3986e+04
6.3027e+08 3.8737e-07 2.2550e-05 1.3986e+04
1.9931e+09 8.6653e-07 7.1308e-05 1.3986e+04
6.3027e+09 1.9337e-06 2.2550e-04 1.3986e+04
1.9931e+10 4.1293e-06 7.1308e-04 1.3986e+04
6.3027e+10 8.6323e-06 2.2550e-03 1.3985e+04
1.9931e+11 1.9018e-05 7.1308e-03 1.3985e+04
6.3027e+11 4.0593e-05 2.2550e-02 1.3983e+04
