6.3027e+03 9.0819e-12 9.1266e-12 8.9541e+03
1.9931e+04 2.8720e-11 2.8861e-11 8.9541e+03
6.3027e+04 9.0819e-11 9.1266e-11 8.9541e+03
1.9931e+05 2.8720e-10 2.8861e-10 8.9541e+03
6.3027e+05 9.0819e-10 9.1266e-10 8.9541e+03
1.9931e+06 2.8720e-09 2.8861e-09 8.9541e+03
6.3027e+06 9.1178e-09 9.1266e-09 8.9541e+03
1.9931e+07 2.8652e-08 2.8861e-08 8.9541e+03
6.3027e+07 8.9774e-08 9.1266e-08 8.9541e+03
1.9931e+08 2.8550e-07 2.8861e-07 8.9541e+03
6.3027e+08 4.7763e-07 9.1266e-07 8.9541e+03
1.9931e+09 9.8062e-07 2.8861e-06 8.9540e+03
6.3027e+09 2.5180e-06 9.1266e-06 8.9537e+03
1.9931e+10 6.7164e-06 2.8861e-05 8.9528e+03
6.3027e+10 1.8065e-05 9.1266e-05 8.9410e+03
1.9931e+11 4.8023e-05 2.8861e-04 8.9130e+03
6.3027e+11 1.2810e-04 9.1266e-04 8.9186e+03
