6.3027e+03 2.9046e-11 2.8749e-11 1.1992e+04
1.9931e+04 8.8407e-11 9.0912e-11 1.1992e+04
6.3027e+04 2.7794e-10 2.8749e-10 1.1992e+04
1.9931e+05 7.9496e-10 9.0912e-10 1.1992e+04
6.3027e+05 1.9003e-09 2.8749e-09 1.1992e+04
1.9931e+06 4.4731e-09 9.0912e-09 1.1992e+04
6.3027e+06 1.0555e-08 2.8749e-08 1.1992e+04
1.9931e+07 2.4652e-08 9.0912e-08 1.1992e+04
6.3027e+07 5.6870e-08 2.8749e-07 1.1992e+04
1.9931e+08 1.2997e-07 9.0912e-07 1.1992e+04
6.3027e+08 2.9544e-07 2.8749e-06 1.1992e+04
1.9931e+09 6.7072e-07 9.0912e-06 1.1992e+04
6.3027e+09 1.5224e-06 2.8749e-05 1.1992e+04
1.9931e+10 3.3999e-06 9.0912e-05 1.1992e+04
6.3027e+10 7.5538e-06 2.8749e-04 1.1991e+04
1.9931e+11 1.6999e-05 9.0912e-04 1.1989e+04
6.3027e+11 3.7132e-05 2.8749e-03 1.1983e+04
