6.3027e+03 3.2778e-12 3.2942e-12 8.0049e+03
1.9931e+04 1.0365e-11 1.0417e-11 8.0049e+03
6.3027e+04 3.2778e-11 3.2942e-11 8.0049e+03
1.9931e+05 1.0365e-10 1.0417e-10 8.0049e+03
6.3027e+05 3.2778e-10 3.2942e-10 8.0049e+03
1.9931e+06 1.0375e-09 1.0417e-09 8.0049e+03
6.3027e+06 3.2848e-09 3.2942e-09 8.0049e+03
1.9931e+07 1.0387e-08 1.0417e-08 8.0049e+03
6.3027e+07 3.2848e-08 3.2942e-08 8.0049e+03
1.9931e+08 1.0421e-07 1.0417e-07 8.0049e+03
6.3027e+08 3.2525e-07 3.2942e-07 8.0048e+03
1.9931e+09 1.0189e-06 1.0417e-06 8.0048e+03
6.3027e+09 2.2947e-06 3.2942e-06 8.0046e+03
1.9931e+10 3.4532e-06 1.0417e-05 8.0042e+03
6.3027e+10 5.9309e-06 3.2942e-05 7.9152e+03
1.9931e+11 1.3388e-05 1.0417e-04 7.8979e+03
6.3027e+11 3.0258e-05 3.2942e-04 7.8986e+03
